long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Parvimonas Atopobium_vaginae Prevotella_bivia g_Dialister
5.700000e+01 7.862885e+08 3.012696e-15 5.384533e+08 7.520604e-16 1.490946e+05 2.173082e-16 6.627490e-16 1.429707e-07 3.919657e-16 2.765077e-16
5.800000e+01 5.412027e+08 2.859101e-15 4.444321e+08 7.492889e-16 3.649844e+05 2.281148e-16 6.577533e-16 1.429707e-07 2.805812e-16 2.693950e-16
5.900000e+01 6.685629e+08 2.734153e-15 2.741351e+08 7.471717e-16 1.184588e+06 2.267856e-16 6.535070e-16 1.429707e-07 2.447713e-16 2.637200e-16
6.000000e+01 4.854134e+08 2.634436e-15 1.416326e+08 7.457019e-16 2.139465e+06 2.230574e-16 6.499934e-16 1.429707e-07 2.312721e-16 2.592511e-16
6.100000e+01 8.830221e+08 2.557352e-15 7.875774e+07 7.448748e-16 3.123806e+06 2.170614e-16 6.471990e-16 1.429707e-07 2.258858e-16 2.558223e-16
6.200000e+01 6.547317e+08 2.500998e-15 3.033888e+07 7.446882e-16 4.114442e+06 2.174832e-16 6.451140e-16 1.429707e-07 2.237268e-16 2.533198e-16
6.300000e+01 9.030425e+08 2.464071e-15 1.395553e+07 7.451420e-16 8.190159e+06 2.271962e-16 6.437318e-16 1.429707e-07 2.229743e-16 2.516755e-16
6.400000e+01 7.650389e+08 2.129791e-15 6.946533e+06 7.284254e-16 1.037236e+07 2.172285e-16 6.158004e-16 8.008786e-08 2.224657e-16 2.469578e-16
6.500000e+01 5.918922e+08 2.427434e-15 1.928904e+06 7.473060e-16 9.764080e+06 2.246845e-16 6.423639e-16 1.429707e-07 2.228087e-16 2.499851e-16
6.600000e+01 6.045989e+08 2.091587e-15 2.328654e+06 7.307213e-16 1.369068e+07 2.222110e-16 6.141198e-16 8.008786e-08 2.225999e-16 2.453738e-16
6.700000e+01 6.225108e+08 2.427208e-15 6.618120e+08 7.507140e-16 8.543443e+06 2.184642e-16 6.423909e-16 3.011871e-08 2.245860e-16 2.499020e-16
